temperature_2m,relativehumidity_2m,cloudcover,windspeed_10m,shortwave_radiation,ts
11.7,93,80,16.3,0.0,2023-06-24 03:00:00
11.3,93,100,12.9,0.0,2023-06-24 04:00:00
10.6,94,100,6.5,0.0,2023-06-24 05:00:00
9.9,96,100,6.2,0.0,2023-06-24 06:00:00
10.1,96,100,4.9,0.0,2023-06-24 07:00:00
10.7,95,100,8.5,0.0,2023-06-24 08:00:00
10.7,96,100,9.5,0.0,2023-06-24 09:00:00
11.3,96,100,8.2,0.0,2023-06-24 10:00:00
11.6,95,100,7.3,0.0,2023-06-24 11:00:00
11.8,96,98,11.2,20.0,2023-06-24 12:00:00
12.7,95,100,9.9,62.0,2023-06-24 13:00:00
13.8,92,100,10.4,118.0,2023-06-24 14:00:00
15.0,90,100,12.2,202.0,2023-06-24 15:00:00
15.9,88,100,14.0,296.0,2023-06-24 16:00:00
16.2,88,100,12.3,158.0,2023-06-24 17:00:00
16.6,85,100,14.4,136.0,2023-06-24 18:00:00
16.6,86,100,8.7,90.0,2023-06-24 19:00:00
16.5,87,100,6.5,64.0,2023-06-24 20:00:00
15.5,91,100,5.1,13.0,2023-06-24 21:00:00
15.6,90,100,7.4,0.0,2023-06-24 22:00:00
14.9,92,100,8.2,0.0,2023-06-24 23:00:00
14.0,93,100,5.4,0.0,2023-06-25 00:00:00
13.6,95,95,7.9,0.0,2023-06-25 01:00:00
12.8,95,2,9.5,0.0,2023-06-25 02:00:00
12.1,95,100,8.8,0.0,2023-06-25 03:00:00
11.8,96,63,11.0,0.0,2023-06-25 04:00:00
11.3,95,75,14.3,0.0,2023-06-25 05:00:00
11.2,95,90,16.3,0.0,2023-06-25 06:00:00
11.2,94,52,14.8,0.0,2023-06-25 07:00:00
10.8,94,60,13.5,0.0,2023-06-25 08:00:00
10.2,94,25,10.1,0.0,2023-06-25 09:00:00
9.8,95,48,11.6,0.0,2023-06-25 10:00:00
9.3,95,1,8.7,0.0,2023-06-25 11:00:00
11.1,96,3,3.6,45.0,2023-06-25 12:00:00
12.5,93,24,1.5,184.0,2023-06-25 13:00:00
13.5,91,50,3.3,326.0,2023-06-25 14:00:00
14.5,87,59,7.2,430.0,2023-06-25 15:00:00
15.0,84,53,6.4,478.0,2023-06-25 16:00:00
15.2,82,96,7.6,478.0,2023-06-25 17:00:00
15.0,82,100,7.1,404.0,2023-06-25 18:00:00
14.5,84,100,7.3,274.0,2023-06-25 19:00:00
13.7,87,96,8.9,150.0,2023-06-25 20:00:00
12.6,92,37,9.4,28.0,2023-06-25 21:00:00
12.3,93,73,10.1,0.0,2023-06-25 22:00:00
12.6,93,88,13.1,0.0,2023-06-25 23:00:00
13.3,92,94,13.4,0.0,2023-06-26 00:00:00
13.7,90,90,14.1,0.0,2023-06-26 01:00:00
13.6,92,68,17.7,0.0,2023-06-26 02:00:00
13.5,93,99,20.0,0.0,2023-06-26 03:00:00
13.1,94,93,16.1,0.0,2023-06-26 04:00:00
13.2,94,57,16.7,0.0,2023-06-26 05:00:00
13.1,94,1,12.0,0.0,2023-06-26 06:00:00
12.6,95,63,7.9,0.0,2023-06-26 07:00:00
11.4,97,99,8.1,0.0,2023-06-26 08:00:00
12.0,96,100,6.6,0.0,2023-06-26 09:00:00
13.1,96,100,9.4,0.0,2023-06-26 10:00:00
13.1,98,100,5.3,0.0,2023-06-26 11:00:00
13.1,97,100,10.4,7.0,2023-06-26 12:00:00
13.7,97,100,12.2,84.0,2023-06-26 13:00:00
14.9,93,54,11.8,193.0,2023-06-26 14:00:00
16.2,82,13,14.7,408.0,2023-06-26 15:00:00
17.0,76,16,14.9,468.0,2023-06-26 16:00:00
17.7,75,2,10.1,469.0,2023-06-26 17:00:00
18.2,73,0,8.7,417.0,2023-06-26 18:00:00
18.4,70,0,14.4,310.0,2023-06-26 19:00:00
17.7,74,9,14.1,168.0,2023-06-26 20:00:00
15.7,80,13,10.1,32.0,2023-06-26 21:00:00
14.3,84,31,9.7,0.0,2023-06-26 22:00:00
12.7,87,95,6.1,0.0,2023-06-26 23:00:00
12.1,88,71,6.8,0.0,2023-06-27 00:00:00
12.2,88,19,8.3,0.0,2023-06-27 01:00:00
11.7,88,11,12.8,0.0,2023-06-27 02:00:00
11.3,85,95,11.5,0.0,2023-06-27 03:00:00
10.8,86,95,8.8,0.0,2023-06-27 04:00:00
10.5,86,98,8.0,0.0,2023-06-27 05:00:00
10.5,87,100,7.5,0.0,2023-06-27 06:00:00
10.6,86,100,9.1,0.0,2023-06-27 07:00:00
10.8,84,77,8.9,0.0,2023-06-27 08:00:00
10.4,84,49,11.0,0.0,2023-06-27 09:00:00
10.2,86,37,10.3,0.0,2023-06-27 10:00:00
10.4,88,0,11.0,0.0,2023-06-27 11:00:00
11.0,72,11,7.3,45.0,2023-06-27 12:00:00
12.0,75,97,14.3,72.0,2023-06-27 13:00:00
12.7,84,92,16.2,73.0,2023-06-27 14:00:00
13.6,85,92,12.7,155.0,2023-06-27 15:00:00
14.6,79,99,14.2,319.0,2023-06-27 16:00:00
15.3,74,88,14.8,258.0,2023-06-27 17:00:00
15.8,69,100,17.7,223.0,2023-06-27 18:00:00
15.4,72,100,17.9,108.0,2023-06-27 19:00:00
14.4,73,100,22.7,61.0,2023-06-27 20:00:00
13.2,73,100,23.5,8.0,2023-06-27 21:00:00
12.3,72,98,23.8,0.0,2023-06-27 22:00:00
11.4,68,100,21.9,0.0,2023-06-27 23:00:00
11.2,75,100,18.9,0.0,2023-06-28 00:00:00
11.4,71,97,16.6,0.0,2023-06-28 01:00:00
11.0,71,91,14.2,0.0,2023-06-28 02:00:00
10.4,75,100,9.4,0.0,2023-06-28 03:00:00
8.8,75,97,8.9,0.0,2023-06-28 04:00:00
9.6,66,11,3.6,0.0,2023-06-28 05:00:00
7.6,78,28,4.0,0.0,2023-06-28 06:00:00
7.1,80,0,13.2,0.0,2023-06-28 07:00:00
7.0,80,0,15.6,0.0,2023-06-28 08:00:00
6.7,83,0,15.6,0.0,2023-06-28 09:00:00
6.4,86,0,15.1,0.0,2023-06-28 10:00:00
6.2,87,0,14.9,0.0,2023-06-28 11:00:00
7.6,79,0,17.1,47.0,2023-06-28 12:00:00
9.3,75,0,17.0,199.0,2023-06-28 13:00:00
11.1,68,0,17.1,348.0,2023-06-28 14:00:00
12.7,60,0,18.8,454.0,2023-06-28 15:00:00
13.9,56,0,19.7,508.0,2023-06-28 16:00:00
14.5,53,0,20.7,504.0,2023-06-28 17:00:00
14.5,51,0,22.4,443.0,2023-06-28 18:00:00
14.2,50,0,24.1,330.0,2023-06-28 19:00:00
13.2,54,0,18.8,181.0,2023-06-28 20:00:00
11.2,60,0,14.1,36.0,2023-06-28 21:00:00
9.8,66,0,11.2,0.0,2023-06-28 22:00:00
8.9,69,43,10.9,0.0,2023-06-28 23:00:00
8.8,69,77,13.6,0.0,2023-06-29 00:00:00
8.1,73,18,12.9,0.0,2023-06-29 01:00:00
7.5,77,100,11.8,0.0,2023-06-29 02:00:00
7.0,80,100,10.2,0.0,2023-06-29 03:00:00
6.6,83,100,8.9,0.0,2023-06-29 04:00:00
6.3,84,100,8.6,0.0,2023-06-29 05:00:00
6.2,86,100,8.4,0.0,2023-06-29 06:00:00
6.3,86,100,8.6,0.0,2023-06-29 07:00:00
6.0,88,100,7.9,0.0,2023-06-29 08:00:00
6.4,88,99,8.2,0.0,2023-06-29 09:00:00
6.4,89,96,5.8,0.0,2023-06-29 10:00:00
6.1,90,88,8.3,0.0,2023-06-29 11:00:00
7.2,89,35,7.9,40.0,2023-06-29 12:00:00
8.9,87,85,8.8,137.0,2023-06-29 13:00:00
10.9,85,65,7.6,296.0,2023-06-29 14:00:00
12.2,74,95,7.5,431.0,2023-06-29 15:00:00
12.8,69,100,8.9,465.0,2023-06-29 16:00:00
12.7,69,100,12.0,435.0,2023-06-29 17:00:00
12.3,69,96,14.5,387.0,2023-06-29 18:00:00
12.1,67,91,13.3,306.0,2023-06-29 19:00:00
11.8,72,98,10.0,178.0,2023-06-29 20:00:00
10.2,82,100,8.3,34.0,2023-06-29 21:00:00
9.9,85,100,9.4,0.0,2023-06-29 22:00:00
10.1,84,100,8.8,0.0,2023-06-29 23:00:00
9.1,89,100,7.6,0.0,2023-06-30 00:00:00
9.6,90,100,8.2,0.0,2023-06-30 01:00:00
10.1,89,100,7.0,0.0,2023-06-30 02:00:00
11.0,78,100,10.8,0.0,2023-06-30 03:00:00
10.2,81,100,10.1,0.0,2023-06-30 04:00:00
9.4,83,97,8.3,0.0,2023-06-30 05:00:00
9.1,84,97,8.3,0.0,2023-06-30 06:00:00
8.6,87,95,8.0,0.0,2023-06-30 07:00:00
8.3,88,97,8.1,0.0,2023-06-30 08:00:00
6.7,91,95,9.7,0.0,2023-06-30 09:00:00
7.7,87,100,6.4,0.0,2023-06-30 10:00:00
7.3,88,99,7.4,0.0,2023-06-30 11:00:00
8.6,88,99,6.1,43.0,2023-06-30 12:00:00
10.7,88,1,10.1,188.0,2023-06-30 13:00:00
12.0,81,31,11.2,337.0,2023-06-30 14:00:00
12.7,75,98,11.8,438.0,2023-06-30 15:00:00
13.1,71,97,12.1,456.0,2023-06-30 16:00:00
13.6,67,100,10.8,481.0,2023-06-30 17:00:00
13.5,65,98,9.4,351.0,2023-06-30 18:00:00
13.5,64,54,8.7,308.0,2023-06-30 19:00:00
12.8,71,0,6.5,177.0,2023-06-30 20:00:00
10.7,82,0,6.5,36.0,2023-06-30 21:00:00
10.5,87,43,9.7,0.0,2023-06-30 22:00:00
10.5,86,40,10.3,0.0,2023-06-30 23:00:00
10.1,87,28,9.2,0.0,2023-07-01 00:00:00
10.3,88,10,8.7,0.0,2023-07-01 01:00:00
10.7,88,7,8.1,0.0,2023-07-01 02:00:00
11.2,83,12,10.6,0.0,2023-07-01 03:00:00
11.3,85,100,10.6,0.0,2023-07-01 04:00:00
11.4,85,98,8.5,0.0,2023-07-01 05:00:00
10.9,87,98,6.4,0.0,2023-07-01 06:00:00
10.4,89,100,6.3,0.0,2023-07-01 07:00:00
10.8,89,100,6.3,0.0,2023-07-01 08:00:00
11.1,89,61,6.5,0.0,2023-07-01 09:00:00
9.3,93,22,9.0,0.0,2023-07-01 10:00:00
10.1,89,2,6.0,0.0,2023-07-01 11:00:00
8.7,92,0,4.6,45.0,2023-07-01 12:00:00
10.7,94,8,4.5,192.0,2023-07-01 13:00:00
12.8,86,0,2.6,332.0,2023-07-01 14:00:00
14.0,82,41,5.1,432.0,2023-07-01 15:00:00
14.5,79,42,6.4,492.0,2023-07-01 16:00:00
14.8,78,26,6.8,491.0,2023-07-01 17:00:00
14.9,77,14,9.0,432.0,2023-07-01 18:00:00
14.5,78,74,11.9,321.0,2023-07-01 19:00:00
13.4,83,38,11.8,177.0,2023-07-01 20:00:00
11.9,90,90,10.1,36.0,2023-07-01 21:00:00
11.6,92,100,11.2,0.0,2023-07-01 22:00:00
11.8,91,100,11.5,0.0,2023-07-01 23:00:00
12.3,88,100,13.0,0.0,2023-07-02 00:00:00
12.6,89,100,13.0,0.0,2023-07-02 01:00:00
12.5,91,99,12.9,0.0,2023-07-02 02:00:00
12.4,89,99,12.0,0.0,2023-07-02 03:00:00
12.1,89,100,10.7,0.0,2023-07-02 04:00:00
12.0,90,100,9.9,0.0,2023-07-02 05:00:00
11.9,91,89,9.3,0.0,2023-07-02 06:00:00
12.0,93,93,10.5,0.0,2023-07-02 07:00:00
12.0,93,99,10.6,0.0,2023-07-02 08:00:00
12.1,93,100,10.8,0.0,2023-07-02 09:00:00
12.2,93,100,10.8,0.0,2023-07-02 10:00:00
12.0,95,100,10.8,0.0,2023-07-02 11:00:00
12.8,94,100,13.5,42.0,2023-07-02 12:00:00
14.0,91,100,14.7,163.0,2023-07-02 13:00:00
14.6,87,100,16.4,294.0,2023-07-02 14:00:00
15.7,81,98,16.6,399.0,2023-07-02 15:00:00
16.8,78,100,17.3,449.0,2023-07-02 16:00:00
17.7,76,89,18.5,440.0,2023-07-02 17:00:00
18.6,76,100,17.9,395.0,2023-07-02 18:00:00
19.1,76,96,18.6,305.0,2023-07-02 19:00:00
18.6,78,95,18.2,164.0,2023-07-02 20:00:00
17.5,82,97,18.4,34.0,2023-07-02 21:00:00
17.5,84,100,25.3,0.0,2023-07-02 22:00:00
17.2,86,86,28.6,0.0,2023-07-02 23:00:00
16.5,87,87,28.1,0.0,2023-07-03 00:00:00
16.0,88,99,23.9,0.0,2023-07-03 01:00:00
15.9,88,51,21.6,0.0,2023-07-03 02:00:00
15.8,88,79,23.0,0.0,2023-07-03 03:00:00
15.7,89,27,22.8,0.0,2023-07-03 04:00:00
15.8,88,16,21.9,0.0,2023-07-03 05:00:00
16.0,89,3,22.6,0.0,2023-07-03 06:00:00
16.1,90,94,22.0,0.0,2023-07-03 07:00:00
16.3,91,100,21.1,0.0,2023-07-03 08:00:00
16.4,91,97,23.5,0.0,2023-07-03 09:00:00
16.0,93,97,20.6,0.0,2023-07-03 10:00:00
15.6,94,94,12.7,0.0,2023-07-03 11:00:00
14.8,94,100,10.8,39.0,2023-07-03 12:00:00
15.7,92,100,12.0,130.0,2023-07-03 13:00:00
16.8,89,97,12.6,226.0,2023-07-03 14:00:00
17.9,87,100,12.8,348.0,2023-07-03 15:00:00
19.2,84,47,12.6,464.0,2023-07-03 16:00:00
19.5,84,50,12.4,474.0,2023-07-03 17:00:00
19.3,84,100,14.0,421.0,2023-07-03 18:00:00
19.0,86,57,13.2,316.0,2023-07-03 19:00:00
18.4,88,24,11.4,172.0,2023-07-03 20:00:00
17.0,90,24,9.6,36.0,2023-07-03 21:00:00
16.3,92,7,10.3,0.0,2023-07-03 22:00:00
16.0,92,8,14.2,0.0,2023-07-03 23:00:00
17.0,90,15,11.2,0.0,2023-07-04 00:00:00
17.0,91,33,15.2,0.0,2023-07-04 01:00:00
16.9,93,83,18.4,0.0,2023-07-04 02:00:00
16.9,93,59,20.1,0.0,2023-07-04 03:00:00
17.1,93,67,20.2,0.0,2023-07-04 04:00:00
17.2,93,37,21.0,0.0,2023-07-04 05:00:00
17.2,93,66,19.1,0.0,2023-07-04 06:00:00
17.2,91,90,23.1,0.0,2023-07-04 07:00:00
16.7,92,64,21.1,0.0,2023-07-04 08:00:00
16.4,92,81,20.5,0.0,2023-07-04 09:00:00
16.3,93,99,20.6,0.0,2023-07-04 10:00:00
16.1,92,100,21.7,0.0,2023-07-04 11:00:00
17.5,90,95,22.1,39.0,2023-07-04 12:00:00
18.9,87,100,23.2,108.0,2023-07-04 13:00:00
19.9,84,100,23.2,138.0,2023-07-04 14:00:00
20.2,83,92,26.3,141.0,2023-07-04 15:00:00
20.9,85,97,12.7,158.0,2023-07-04 16:00:00
22.9,72,83,30.2,438.0,2023-07-04 17:00:00
22.3,74,72,29.1,374.0,2023-07-04 18:00:00
22.3,76,97,26.0,273.0,2023-07-04 19:00:00
22.3,75,100,24.3,115.0,2023-07-04 20:00:00
20.1,89,100,26.0,9.0,2023-07-04 21:00:00
19.1,94,100,19.5,0.0,2023-07-04 22:00:00
18.9,93,99,18.0,0.0,2023-07-04 23:00:00
18.2,92,59,9.6,0.0,2023-07-05 00:00:00
17.8,93,73,17.2,0.0,2023-07-05 01:00:00
17.7,92,70,21.3,0.0,2023-07-05 02:00:00
17.6,91,19,10.0,0.0,2023-07-05 03:00:00
16.6,95,80,8.4,0.0,2023-07-05 04:00:00
16.3,96,9,10.5,0.0,2023-07-05 05:00:00
15.8,97,82,12.3,0.0,2023-07-05 06:00:00
15.5,98,0,15.0,0.0,2023-07-05 07:00:00
15.4,96,0,17.0,0.0,2023-07-05 08:00:00
14.8,94,0,14.8,0.0,2023-07-05 09:00:00
13.8,93,0,10.7,0.0,2023-07-05 10:00:00
13.1,94,0,11.1,0.0,2023-07-05 11:00:00
13.9,89,0,15.8,47.0,2023-07-05 12:00:00
15.1,84,0,13.5,193.0,2023-07-05 13:00:00
16.2,75,1,14.5,339.0,2023-07-05 14:00:00
17.0,70,0,13.6,432.0,2023-07-05 15:00:00
17.4,69,1,12.3,496.0,2023-07-05 16:00:00
17.5,68,61,12.7,478.0,2023-07-05 17:00:00
17.4,69,77,13.6,349.0,2023-07-05 18:00:00
17.0,73,7,15.6,265.0,2023-07-05 19:00:00
15.8,78,2,14.4,182.0,2023-07-05 20:00:00
14.3,81,21,11.7,38.0,2023-07-05 21:00:00
13.7,79,9,18.2,0.0,2023-07-05 22:00:00
13.2,81,66,15.8,0.0,2023-07-05 23:00:00
14.0,74,89,14.0,0.0,2023-07-06 00:00:00
13.0,81,80,14.8,0.0,2023-07-06 01:00:00
12.6,83,98,18.4,0.0,2023-07-06 02:00:00
12.7,83,100,15.7,0.0,2023-07-06 03:00:00
12.8,86,100,15.5,0.0,2023-07-06 04:00:00
12.9,88,84,15.4,0.0,2023-07-06 05:00:00
12.7,88,100,13.6,0.0,2023-07-06 06:00:00
12.4,88,100,17.4,0.0,2023-07-06 07:00:00
12.2,88,100,18.7,0.0,2023-07-06 08:00:00
12.4,88,100,19.0,0.0,2023-07-06 09:00:00
12.5,84,100,21.0,0.0,2023-07-06 10:00:00
12.5,82,100,23.5,0.0,2023-07-06 11:00:00
12.6,85,100,13.0,18.0,2023-07-06 12:00:00
12.5,81,15,18.5,50.0,2023-07-06 13:00:00
13.8,74,4,19.3,284.0,2023-07-06 14:00:00
15.5,61,2,19.6,435.0,2023-07-06 15:00:00
16.7,53,0,19.5,495.0,2023-07-06 16:00:00
17.4,49,0,17.5,498.0,2023-07-06 17:00:00
17.3,49,0,16.3,440.0,2023-07-06 18:00:00
16.9,53,0,16.3,331.0,2023-07-06 19:00:00
15.7,63,5,11.2,185.0,2023-07-06 20:00:00
13.3,78,53,7.4,40.0,2023-07-06 21:00:00
12.4,83,100,7.3,0.0,2023-07-06 22:00:00
11.8,78,97,10.5,0.0,2023-07-06 23:00:00
10.5,74,97,7.7,0.0,2023-07-07 00:00:00
10.3,74,0,9.5,0.0,2023-07-07 01:00:00
9.8,76,89,11.2,0.0,2023-07-07 02:00:00
9.6,77,13,11.3,0.0,2023-07-07 03:00:00
9.2,79,0,12.1,0.0,2023-07-07 04:00:00
8.9,79,9,13.9,0.0,2023-07-07 05:00:00
8.7,78,13,13.7,0.0,2023-07-07 06:00:00
8.3,78,53,14.0,0.0,2023-07-07 07:00:00
7.9,78,98,14.5,0.0,2023-07-07 08:00:00
7.4,80,50,16.6,0.0,2023-07-07 09:00:00
7.0,84,88,17.6,0.0,2023-07-07 10:00:00
7.1,88,38,16.9,0.0,2023-07-07 11:00:00
8.6,91,1,16.8,45.0,2023-07-07 12:00:00
10.5,89,23,16.3,183.0,2023-07-07 13:00:00
12.0,85,12,16.8,340.0,2023-07-07 14:00:00
13.6,77,21,20.7,442.0,2023-07-07 15:00:00
14.1,72,7,21.7,494.0,2023-07-07 16:00:00
14.3,69,1,21.9,496.0,2023-07-07 17:00:00
14.3,67,8,22.6,443.0,2023-07-07 18:00:00
13.9,67,78,22.9,333.0,2023-07-07 19:00:00
13.1,72,97,18.2,174.0,2023-07-07 20:00:00
11.8,77,44,17.5,38.0,2023-07-07 21:00:00
11.2,81,100,19.2,0.0,2023-07-07 22:00:00
11.0,83,100,20.0,0.0,2023-07-07 23:00:00
11.1,84,100,20.6,0.0,2023-07-08 00:00:00
11.2,83,100,20.1,0.0,2023-07-08 01:00:00
11.4,84,68,18.9,0.0,2023-07-08 02:00:00
11.2,84,60,18.9,0.0,2023-07-08 03:00:00
11.4,83,37,22.0,0.0,2023-07-08 04:00:00
11.3,79,52,19.5,0.0,2023-07-08 05:00:00
10.8,80,82,17.3,0.0,2023-07-08 06:00:00
10.9,80,66,19.4,0.0,2023-07-08 07:00:00
10.8,81,62,20.3,0.0,2023-07-08 08:00:00
10.7,80,8,19.9,0.0,2023-07-08 09:00:00
10.1,84,1,18.7,0.0,2023-07-08 10:00:00
10.1,83,13,17.6,0.0,2023-07-08 11:00:00
10.9,82,48,17.0,46.0,2023-07-08 12:00:00
12.2,73,12,21.3,187.0,2023-07-08 13:00:00
12.7,72,40,24.0,329.0,2023-07-08 14:00:00
12.8,74,36,26.1,374.0,2023-07-08 15:00:00
12.9,76,92,27.2,402.0,2023-07-08 16:00:00
13.0,74,96,27.4,357.0,2023-07-08 17:00:00
13.0,71,100,25.6,251.0,2023-07-08 18:00:00
12.8,76,100,22.1,115.0,2023-07-08 19:00:00
12.8,78,100,20.2,95.0,2023-07-08 20:00:00
12.6,80,84,19.6,20.0,2023-07-08 21:00:00
12.9,79,100,17.0,0.0,2023-07-08 22:00:00
13.1,81,100,15.1,0.0,2023-07-08 23:00:00
13.1,86,100,17.7,0.0,2023-07-09 00:00:00
13.1,89,100,15.8,0.0,2023-07-09 01:00:00
13.2,91,100,14.9,0.0,2023-07-09 02:00:00
13.4,89,100,13.8,0.0,2023-07-09 03:00:00
13.7,87,100,12.0,0.0,2023-07-09 04:00:00
13.7,87,100,10.2,0.0,2023-07-09 05:00:00
13.4,90,100,10.4,0.0,2023-07-09 06:00:00
13.4,91,100,11.4,0.0,2023-07-09 07:00:00
13.4,92,100,11.9,0.0,2023-07-09 08:00:00
13.3,93,100,12.9,0.0,2023-07-09 09:00:00
13.2,93,100,12.8,0.0,2023-07-09 10:00:00
13.2,94,100,12.9,0.0,2023-07-09 11:00:00
12.8,96,100,8.7,18.0,2023-07-09 12:00:00
13.9,92,100,11.2,127.0,2023-07-09 13:00:00
14.2,91,100,9.5,129.0,2023-07-09 14:00:00
14.8,90,100,10.0,191.0,2023-07-09 15:00:00
15.1,89,100,9.2,174.0,2023-07-09 16:00:00
15.3,88,100,8.2,162.0,2023-07-09 17:00:00
15.3,88,100,6.7,91.0,2023-07-09 18:00:00
15.4,86,100,6.1,71.0,2023-07-09 19:00:00
15.1,90,100,7.4,64.0,2023-07-09 20:00:00
14.5,94,100,9.7,15.0,2023-07-09 21:00:00
13.9,96,20,8.8,0.0,2023-07-09 22:00:00
12.8,98,27,8.4,0.0,2023-07-09 23:00:00
12.6,96,27,4.0,0.0,2023-07-10 00:00:00
11.0,98,4,6.8,0.0,2023-07-10 01:00:00
11.3,98,31,5.6,0.0,2023-07-10 02:00:00
11.8,97,89,7.9,0.0,2023-07-10 03:00:00
11.5,97,7,9.1,0.0,2023-07-10 04:00:00
10.6,97,15,7.3,0.0,2023-07-10 05:00:00
10.2,98,20,8.4,0.0,2023-07-10 06:00:00
9.8,98,43,8.4,0.0,2023-07-10 07:00:00
9.4,98,7,9.3,0.0,2023-07-10 08:00:00
8.8,98,3,9.1,0.0,2023-07-10 09:00:00
8.5,97,5,10.1,0.0,2023-07-10 10:00:00
8.2,96,0,10.9,0.0,2023-07-10 11:00:00
10.0,96,1,8.7,48.0,2023-07-10 12:00:00
11.0,93,22,11.6,184.0,2023-07-10 13:00:00
12.0,87,1,12.0,293.0,2023-07-10 14:00:00
13.3,76,1,13.4,435.0,2023-07-10 15:00:00
14.1,67,5,11.5,505.0,2023-07-10 16:00:00
14.6,63,50,11.8,498.0,2023-07-10 17:00:00
14.8,60,96,12.2,380.0,2023-07-10 18:00:00
14.6,59,6,10.6,218.0,2023-07-10 19:00:00
13.8,67,51,11.2,181.0,2023-07-10 20:00:00
12.1,81,74,5.5,41.0,2023-07-10 21:00:00
11.3,85,100,4.9,0.0,2023-07-10 22:00:00
11.3,84,91,6.5,0.0,2023-07-10 23:00:00
11.6,82,100,7.4,0.0,2023-07-11 00:00:00
11.3,83,96,9.5,0.0,2023-07-11 01:00:00
11.0,87,100,8.8,0.0,2023-07-11 02:00:00
11.0,87,100,6.9,0.0,2023-07-11 03:00:00
10.8,86,95,11.5,0.0,2023-07-11 04:00:00
10.7,84,82,12.9,0.0,2023-07-11 05:00:00
10.3,85,41,13.5,0.0,2023-07-11 06:00:00
10.0,86,46,13.4,0.0,2023-07-11 07:00:00
10.0,86,88,14.9,0.0,2023-07-11 08:00:00
9.9,88,100,16.3,0.0,2023-07-11 09:00:00
10.2,86,88,19.2,0.0,2023-07-11 10:00:00
10.3,83,87,19.5,0.0,2023-07-11 11:00:00
10.9,77,100,17.2,27.0,2023-07-11 12:00:00
11.6,75,100,18.7,75.0,2023-07-11 13:00:00
11.6,75,100,20.7,36.0,2023-07-11 14:00:00
12.0,73,100,25.3,91.0,2023-07-11 15:00:00
12.2,72,100,27.2,163.0,2023-07-11 16:00:00
11.7,74,100,27.1,110.0,2023-07-11 17:00:00
11.8,71,100,28.0,118.0,2023-07-11 18:00:00
11.3,75,100,22.7,37.0,2023-07-11 19:00:00
10.8,76,100,25.3,22.0,2023-07-11 20:00:00
10.2,83,100,21.4,9.0,2023-07-11 21:00:00
9.9,85,100,24.5,0.0,2023-07-11 22:00:00
10.0,84,100,28.2,0.0,2023-07-11 23:00:00
10.4,83,100,26.7,0.0,2023-07-12 00:00:00
10.7,82,100,27.9,0.0,2023-07-12 01:00:00
10.5,82,99,30.1,0.0,2023-07-12 02:00:00
10.4,83,100,28.5,0.0,2023-07-12 03:00:00
10.4,83,100,27.9,0.0,2023-07-12 04:00:00
10.3,82,100,28.3,0.0,2023-07-12 05:00:00
10.2,82,100,28.6,0.0,2023-07-12 06:00:00
10.2,79,100,28.6,0.0,2023-07-12 07:00:00
10.3,79,100,28.7,0.0,2023-07-12 08:00:00
9.8,86,100,23.9,0.0,2023-07-12 09:00:00
9.8,86,100,24.4,0.0,2023-07-12 10:00:00
9.6,89,100,25.5,0.0,2023-07-12 11:00:00
9.8,84,100,23.8,3.0,2023-07-12 12:00:00
9.5,89,100,21.8,14.0,2023-07-12 13:00:00
9.6,91,100,21.4,28.0,2023-07-12 14:00:00
9.7,93,100,22.5,41.0,2023-07-12 15:00:00
9.8,93,100,26.1,46.0,2023-07-12 16:00:00
9.9,93,100,26.9,54.0,2023-07-12 17:00:00
10.2,93,100,28.2,82.0,2023-07-12 18:00:00
10.0,93,100,28.3,52.0,2023-07-12 19:00:00
9.9,94,100,26.4,36.0,2023-07-12 20:00:00
9.7,94,100,26.1,5.0,2023-07-12 21:00:00
9.4,95,100,26.4,0.0,2023-07-12 22:00:00
8.8,94,100,29.5,0.0,2023-07-12 23:00:00
8.3,91,100,30.3,0.0,2023-07-13 00:00:00
8.0,93,100,28.5,0.0,2023-07-13 01:00:00
7.9,90,100,29.6,0.0,2023-07-13 02:00:00
7.7,89,100,28.5,0.0,2023-07-13 03:00:00
7.5,89,100,27.4,0.0,2023-07-13 04:00:00
7.4,88,100,26.3,0.0,2023-07-13 05:00:00
7.4,88,100,25.9,0.0,2023-07-13 06:00:00
7.2,92,100,24.1,0.0,2023-07-13 07:00:00
7.1,92,100,23.5,0.0,2023-07-13 08:00:00
7.2,93,100,21.8,0.0,2023-07-13 09:00:00
7.0,93,100,21.3,0.0,2023-07-13 10:00:00
6.7,93,100,21.3,0.0,2023-07-13 11:00:00
6.4,91,100,22.7,16.0,2023-07-13 12:00:00
7.0,90,100,19.7,75.0,2023-07-13 13:00:00
7.7,85,100,24.1,143.0,2023-07-13 14:00:00
8.2,81,100,22.7,178.0,2023-07-13 15:00:00
9.6,73,100,19.5,305.0,2023-07-13 16:00:00
10.8,67,82,17.2,424.0,2023-07-13 17:00:00
11.2,65,51,16.4,404.0,2023-07-13 18:00:00
11.0,64,68,15.6,261.0,2023-07-13 19:00:00
10.5,64,48,15.0,162.0,2023-07-13 20:00:00
9.3,70,100,12.9,32.0,2023-07-13 21:00:00
9.0,70,100,12.6,0.0,2023-07-13 22:00:00
8.6,71,100,10.4,0.0,2023-07-13 23:00:00
8.4,70,96,12.4,0.0,2023-07-14 00:00:00
7.7,72,57,9.4,0.0,2023-07-14 01:00:00
6.5,76,30,9.1,0.0,2023-07-14 02:00:00
5.1,80,0,9.5,0.0,2023-07-14 03:00:00
